s	pop	continental_pop	sex_karyotype
v3.1::HG04198	itu	sas	XY
v3.1::HG04200	itu	sas	XX
v3.1::HG04217	itu	sas	XX
v3.1::NA12878	ceu	nfe	XX
v3.1::NA12891	ceu	nfe	XY
v3.1::NA19189	yri	afr	XY
v3.1::NA19190	yri	afr	XX
v3.1::NA19191	yri	afr	XY
v3.1::NA19238	yri	afr	XX
v3.1::NA19239	yri	afr	XY
v3.1::NA19722	mxl	amr	XX
v3.1::NA19723	mxl	amr	XY
v3.1::NA19724	mxl	amr	XY
v3.1::NA19779	mxl	amr	XX
v3.1::NA19780	mxl	amr	XY
v3.1::NA19781	mxl	amr	XX
v3.1::NA19818	asw	afr	XY
v3.1::NA19819	asw	afr	XX
v3.1::NA19828	asw	afr	XY
v3.1::NA19916	asw	afr	XY
v3.1::NA19917	asw	afr	XX
v3.1::NA19918	asw	afr	XY
